,RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,latitude,longitude
0,102001,0,United States,country,,47.0,25.0,20.0,18.0,18.0,19.0,22.0,26.0,30.0,31.0,37.0,46.0,48.0,29.0,22.0,19.0,19.0,21.0,24.0,26.0,28.0,30.0,34.0,43.0,42.0,22.0,15.0,21.0,19.0,16.0,14.0,12.0,15.0,12.0,13.0,17.0,17.0,9.0,7.0,7.0,6.0,7.0,8.0,9.0,10.0,10.0,11.0,13.0,9.0,7.0,6.0,6.0,7.0,8.0,12.0,15.0,17.0,18.0,22.0,31.0,31.0,17.0,13.0,10.0,10.0,,
1,394913,1,"New York, NY",msa,NY,86.0,51.0,37.0,41.0,37.0,43.0,49.0,53.0,58.0,55.0,60.0,72.0,83.0,62.0,47.0,43.0,44.0,48.0,55.0,61.0,62.0,54.0,62.0,76.0,83.0,60.0,40.0,47.0,55.0,31.0,28.0,31.0,32.0,31.0,36.0,44.0,61.0,36.0,28.0,25.0,26.0,28.0,32.0,33.0,37.0,36.0,43.0,42.0,47.0,28.0,23.0,22.0,22.0,26.0,31.0,34.0,38.0,33.0,37.0,47.0,56.0,33.0,25.0,22.0,22.0,40.7127281,-74.0060152
2,753899,2,"Los Angeles, CA",msa,CA,21.0,14.0,15.0,14.0,15.0,16.0,19.0,22.0,25.0,26.0,29.0,39.0,41.0,25.0,22.0,19.0,19.0,21.0,22.0,22.0,24.0,24.0,25.0,31.0,21.0,14.0,13.0,17.0,16.0,15.0,13.0,13.0,13.0,12.0,13.0,14.0,12.0,10.0,9.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,13.0,11.0,10.0,10.0,10.0,11.0,13.0,17.0,21.0,22.0,22.0,25.0,35.0,35.0,19.0,15.0,13.0,12.0,34.0536909,-118.242766
3,394463,3,"Chicago, IL",msa,IL,57.0,23.0,15.0,14.0,15.0,18.0,21.0,25.0,30.0,34.0,42.0,55.0,61.0,26.0,18.0,16.0,19.0,20.0,24.0,29.0,32.0,37.0,44.0,58.0,60.0,23.0,18.0,24.0,19.0,15.0,14.0,13.0,13.0,13.0,17.0,24.0,18.0,11.0,6.0,6.0,6.0,7.0,9.0,11.0,12.0,14.0,16.0,21.0,13.0,7.0,6.0,6.0,6.0,7.0,11.0,14.0,16.0,16.0,21.0,33.0,26.0,12.0,8.0,6.0,6.0,41.8755616,-87.6244212
4,394514,4,"Dallas, TX",msa,TX,37.0,24.0,21.0,19.0,20.0,22.0,24.0,29.0,32.0,33.0,39.0,41.0,46.0,31.0,27.0,25.0,26.0,27.0,29.0,33.0,37.0,38.0,41.0,46.0,48.0,31.0,25.0,27.0,27.0,25.0,24.0,22.0,23.0,21.0,22.0,23.0,20.0,17.0,14.0,13.0,13.0,13.0,14.0,16.0,18.0,17.0,16.0,17.0,15.0,12.0,6.0,5.0,5.0,7.0,10.0,14.0,16.0,17.0,22.0,30.0,34.0,17.0,11.0,9.0,10.0,32.7762719,-96.7968559
5,394692,5,"Houston, TX",msa,TX,40.0,25.0,17.0,16.0,16.0,19.0,21.0,27.0,33.0,32.0,35.0,40.0,42.0,28.0,22.0,21.0,21.0,21.0,26.0,31.0,35.0,35.0,37.0,43.0,46.0,26.0,20.0,25.0,23.0,21.0,17.0,16.0,17.0,14.0,14.0,16.0,14.0,10.0,7.0,7.0,6.0,7.0,8.0,10.0,12.0,11.0,11.0,12.0,10.0,7.0,7.0,7.0,7.0,8.0,12.0,17.0,21.0,21.0,27.0,34.0,39.0,25.0,17.0,14.0,13.0,29.7589382,-95.3676974
6,395209,6,"Washington, DC",msa,VA,51.0,33.0,27.0,20.0,26.0,16.0,16.0,21.0,20.0,23.0,30.0,39.0,33.0,13.0,10.0,9.0,12.0,15.0,18.0,19.0,17.0,19.0,26.0,32.0,19.0,9.0,6.0,11.0,11.0,8.0,7.0,6.0,14.0,6.0,7.0,9.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,10.0,10.0,11.0,6.0,5.0,5.0,5.0,6.0,7.0,10.0,13.0,12.0,15.0,20.0,28.0,16.0,7.0,6.0,5.0,6.0,38.8950368,-77.0365427
7,394974,7,"Philadelphia, PA",msa,PA,63.0,45.0,29.0,24.0,28.0,34.0,25.0,27.0,30.0,29.0,36.0,47.0,47.0,27.0,18.0,15.0,15.0,20.0,23.0,24.0,22.0,24.0,29.0,43.0,43.0,15.0,11.0,22.0,14.0,10.0,9.0,8.0,18.0,9.0,11.0,14.0,10.0,8.0,6.0,6.0,6.0,7.0,9.0,10.0,10.0,10.0,10.0,13.0,10.0,7.0,6.0,7.0,7.0,8.0,11.0,11.0,11.0,11.0,14.0,20.0,16.0,10.0,8.0,7.0,7.0,39.9527237,-75.1635262
8,394856,8,"Miami, FL",msa,FL,51.0,41.0,37.0,39.0,38.0,38.0,36.0,38.0,41.0,41.0,43.0,51.0,53.0,47.0,42.0,47.0,45.0,44.0,41.0,43.0,45.0,41.0,44.0,51.0,54.0,40.0,36.0,40.0,48.0,40.0,30.0,28.0,27.0,26.0,25.0,32.0,41.0,27.0,20.0,16.0,13.0,14.0,14.0,15.0,16.0,15.0,15.0,16.0,15.0,11.0,10.0,10.0,11.0,12.0,16.0,19.0,23.0,26.0,27.0,33.0,37.0,30.0,28.0,25.0,21.0,25.7741728,-80.19362
9,394347,9,"Atlanta, GA",msa,GA,27.0,14.0,12.0,10.0,11.0,11.0,13.0,16.0,19.0,18.0,23.0,30.0,28.0,18.0,15.0,13.0,14.0,15.0,18.0,20.0,22.0,23.0,26.0,35.0,34.0,21.0,14.0,17.0,20.0,19.0,17.0,14.0,14.0,14.0,13.0,14.0,9.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,10.0,8.0,6.0,6.0,6.0,6.0,8.0,12.0,14.0,17.0,19.0,26.0,36.0,37.0,20.0,13.0,11.0,12.0,33.7489924,-84.3902644
10,394404,10,"Boston, MA",msa,MA,20.0,10.0,9.0,7.0,8.0,8.0,12.0,13.0,12.0,15.0,25.0,33.0,25.0,15.0,9.0,8.0,9.0,11.0,14.0,15.0,12.0,17.0,23.0,35.0,22.0,9.0,7.0,10.0,8.0,7.0,8.0,7.0,8.0,8.0,9.0,14.0,9.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,11.0,7.0,7.0,6.0,6.0,7.0,11.0,10.0,11.0,9.0,11.0,13.0,21.0,14.0,9.0,7.0,7.0,7.0,42.3554334,-71.060511
11,394976,11,"Phoenix, AZ",msa,AZ,35.0,26.0,26.0,24.0,25.0,27.0,25.0,26.0,24.0,26.0,37.0,38.0,38.0,28.0,29.0,25.0,26.0,24.0,24.0,20.0,19.0,20.0,23.0,29.0,22.0,17.0,12.0,17.0,21.0,18.0,12.0,9.0,10.0,11.0,13.0,17.0,10.0,7.0,6.0,7.0,6.0,7.0,10.0,9.0,11.0,12.0,13.0,15.0,10.0,8.0,7.0,7.0,9.0,14.0,21.0,29.0,35.0,40.0,44.0,55.0,59.0,38.0,35.0,27.0,24.0,33.4484367,-112.074141
12,395057,12,"San Francisco, CA",msa,CA,13.0,12.0,13.0,12.0,12.0,13.0,14.0,15.0,15.0,18.0,24.0,31.0,19.0,15.0,14.0,14.0,14.0,15.0,17.0,16.0,15.0,18.0,22.0,33.0,14.0,13.0,12.0,14.0,14.0,13.0,12.0,12.0,12.0,13.0,13.0,15.0,11.0,9.0,9.0,9.0,9.0,10.0,11.0,12.0,12.0,13.0,13.0,15.0,9.0,9.0,9.0,10.0,12.0,14.0,18.0,22.0,19.0,21.0,26.0,40.0,32.0,14.0,13.0,12.0,13.0,37.7790262,-122.419906
13,395025,13,"Riverside, CA",msa,CA,31.0,19.0,21.0,17.0,18.0,20.0,25.0,26.0,32.0,32.0,35.0,44.0,48.0,31.0,29.0,24.0,25.0,23.0,24.0,26.0,25.0,27.0,29.0,36.0,34.0,21.0,16.0,20.0,19.0,15.0,11.0,9.0,9.0,9.0,10.0,11.0,10.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,13.0,10.0,9.0,9.0,9.0,11.0,13.0,19.0,26.0,27.0,29.0,34.0,42.0,49.0,27.0,21.0,16.0,14.0,33.9533546,-117.3961623
14,394532,14,"Detroit, MI",msa,MI,39.0,16.0,10.0,7.0,7.0,9.0,11.0,15.0,18.0,22.0,27.0,39.0,41.0,28.0,14.0,10.0,10.0,15.0,16.0,19.0,24.0,28.0,30.0,41.0,50.0,23.0,12.0,28.0,11.0,9.0,9.0,8.0,10.0,9.0,11.0,14.0,22.0,6.0,4.0,5.0,5.0,5.0,7.0,8.0,9.0,10.0,10.0,13.0,9.0,6.0,5.0,5.0,5.0,7.0,10.0,12.0,15.0,16.0,19.0,26.0,27.0,15.0,9.0,6.0,6.0,42.3315509,-83.0466403
15,395078,15,"Seattle, WA",msa,WA,9.0,8.0,7.0,7.0,7.0,8.0,10.0,14.0,17.0,22.0,31.0,38.0,21.0,11.0,7.0,7.0,7.0,10.0,11.0,13.0,11.0,15.0,17.0,19.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,,,,,,41.0,37.0,9.0,6.0,6.0,6.0,47.6038321,-122.330062
16,394865,16,"Minneapolis, MN",msa,MN,41.0,20.0,17.0,17.0,17.0,19.0,22.0,24.0,27.0,30.0,37.0,47.0,52.0,22.0,20.0,17.0,17.0,19.0,23.0,24.0,26.0,32.0,33.0,44.0,41.0,20.0,15.0,18.0,18.0,17.0,18.0,16.0,17.0,17.0,21.0,24.0,21.0,12.0,9.0,9.0,8.0,10.0,13.0,14.0,17.0,18.0,19.0,24.0,15.0,9.0,7.0,7.0,8.0,12.0,16.0,19.0,22.0,23.0,30.0,42.0,46.0,19.0,13.0,11.0,11.0,44.9772995,-93.2654692
17,395056,17,"San Diego, CA",msa,CA,20.0,14.0,14.0,13.0,15.0,19.0,34.0,22.0,29.0,32.0,35.0,44.0,42.0,27.0,24.0,20.0,18.0,22.0,23.0,24.0,26.0,25.0,25.0,32.0,18.0,13.0,10.0,27.0,15.0,12.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,11.0,16.0,21.0,21.0,20.0,23.0,31.0,32.0,12.0,9.0,8.0,8.0,32.7174202,-117.1627728
18,395148,18,"Tampa, FL",msa,FL,29.0,22.0,21.0,18.0,19.0,18.0,18.0,21.0,24.0,20.0,24.0,33.0,41.0,27.0,25.0,24.0,23.0,20.0,20.0,22.0,23.0,33.0,26.0,30.0,27.0,19.0,14.0,19.0,18.0,15.0,10.0,8.0,8.0,8.0,9.0,10.0,9.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,11.0,14.0,17.0,20.0,21.0,31.0,32.0,21.0,19.0,13.0,12.0,27.9477595,-82.458444
19,394530,19,"Denver, CO",msa,CO,7.0,6.0,6.0,5.0,6.0,7.0,10.0,13.0,14.0,18.0,23.0,28.0,16.0,9.0,7.0,6.0,8.0,10.0,15.0,16.0,16.0,19.0,23.0,27.0,15.0,6.0,5.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,11.0,,,,,36.0,28.0,9.0,7.0,6.0,6.0,39.7392364,-104.984862
20,394358,20,"Baltimore, MD",msa,MD,59.0,42.0,27.0,23.0,30.0,25.0,26.0,29.0,28.0,34.0,39.0,50.0,52.0,29.0,17.0,16.0,18.0,24.0,27.0,30.0,29.0,30.0,33.0,42.0,49.0,20.0,11.0,17.0,14.0,13.0,11.0,8.0,20.0,8.0,9.0,11.0,7.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,10.0,7.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,11.0,14.0,20.0,15.0,8.0,6.0,5.0,6.0,39.2908816,-76.610759
21,395121,21,"St. Louis, MO",msa,MO,47.0,25.0,20.0,17.0,18.0,18.0,21.0,24.0,29.0,27.0,34.0,45.0,50.0,20.0,12.0,9.0,10.0,11.0,14.0,16.0,15.0,17.0,25.0,33.0,33.0,14.0,7.0,10.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,11.0,11.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,10.0,16.0,10.0,6.0,5.0,5.0,5.0,38.6280278,-90.1910154
22,394943,22,"Orlando, FL",msa,FL,31.0,19.0,16.0,15.0,14.0,15.0,17.0,16.0,23.0,23.0,31.0,33.0,31.0,22.0,21.0,17.0,16.0,17.0,21.0,20.0,26.0,35.0,24.0,29.0,26.0,17.0,12.0,16.0,17.0,16.0,12.0,11.0,12.0,11.0,12.0,15.0,14.0,9.0,6.0,6.0,5.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,5.0,5.0,6.0,6.0,7.0,11.0,14.0,16.0,21.0,24.0,31.0,35.0,20.0,14.0,12.0,11.0,28.5421109,-81.3790304
23,394458,23,"Charlotte, NC",msa,NC,19.0,11.0,10.0,9.0,9.0,11.0,13.0,16.0,18.0,19.0,21.0,29.0,25.0,15.0,11.0,11.0,11.0,12.0,14.0,15.0,15.0,17.0,20.0,25.0,21.0,11.0,7.0,13.0,12.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,9.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,4.0,4.0,4.0,4.0,5.0,8.0,11.0,13.0,16.0,20.0,27.0,25.0,19.0,9.0,8.0,7.0,35.2272086,-80.8430827
24,395055,24,"San Antonio, TX",msa,TX,55.0,38.0,32.0,27.0,31.0,31.0,32.0,34.0,38.0,44.0,45.0,41.0,52.0,42.0,33.0,31.0,32.0,33.0,35.0,38.0,43.0,45.0,46.0,55.0,60.0,41.0,32.0,32.0,31.0,30.0,26.0,25.0,26.0,25.0,26.0,27.0,21.0,8.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,8.0,9.0,8.0,6.0,6.0,6.0,6.0,7.0,10.0,15.0,19.0,22.0,27.0,38.0,44.0,28.0,23.0,17.0,18.0,29.4246002,-98.4951405
25,394998,25,"Portland, OR",msa,OR,24.0,11.0,8.0,7.0,8.0,11.0,15.0,19.0,24.0,30.0,37.0,42.0,37.0,18.0,11.0,9.0,10.0,12.0,15.0,19.0,20.0,26.0,26.0,35.0,25.0,8.0,5.0,9.0,9.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,7.0,12.0,18.0,18.0,19.0,26.0,39.0,35.0,12.0,8.0,7.0,6.0,45.5202471,-122.674194
26,395045,26,"Sacramento, CA",msa,CA,17.0,11.0,11.0,9.0,10.0,12.0,15.0,17.0,21.0,24.0,27.0,34.0,35.0,14.0,12.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,22.0,26.0,13.0,9.0,7.0,10.0,11.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,7.0,7.0,7.0,7.0,8.0,11.0,17.0,22.0,24.0,26.0,29.0,34.0,36.0,16.0,11.0,8.0,8.0,38.5810606,-121.493895
27,394982,27,"Pittsburgh, PA",msa,PA,80.0,63.0,30.0,20.0,27.0,19.0,21.0,28.0,29.0,35.0,40.0,51.0,58.0,40.0,23.0,18.0,15.0,23.0,18.0,21.0,20.0,26.0,31.0,41.0,46.0,21.0,13.0,33.0,10.0,8.0,8.0,8.0,11.0,11.0,14.0,20.0,17.0,7.0,5.0,5.0,5.0,6.0,7.0,8.0,10.0,11.0,11.0,18.0,13.0,7.0,6.0,5.0,6.0,7.0,9.0,10.0,12.0,12.0,18.0,27.0,28.0,11.0,7.0,7.0,7.0,40.4416941,-79.9900861
28,394466,28,"Cincinnati, OH",msa,OH,37.0,16.0,10.0,9.0,8.0,9.0,11.0,13.0,15.0,20.0,24.0,32.0,33.0,19.0,9.0,9.0,8.0,8.0,10.0,10.0,12.0,15.0,17.0,21.0,17.0,10.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,8.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,11.0,12.0,9.0,5.0,4.0,3.0,3.0,39.1014537,-84.5124602
29,394355,29,"Austin, TX",msa,TX,32.0,13.0,12.0,10.0,11.0,15.0,19.0,24.0,31.0,33.0,33.0,41.0,35.0,15.0,10.0,10.0,12.0,14.0,15.0,20.0,23.0,18.0,24.0,28.0,18.0,9.0,6.0,11.0,10.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,9.0,11.0,13.0,14.0,17.0,19.0,18.0,22.0,19.0,10.0,9.0,11.0,12.0,16.0,26.0,36.0,43.0,47.0,53.0,68.0,70.0,60.0,37.0,31.0,30.0,30.2711286,-97.7436995
30,394775,30,"Las Vegas, NV",msa,NV,41.0,26.0,21.0,30.0,11.0,10.0,11.0,19.0,19.0,22.0,31.0,34.0,40.0,27.0,28.0,27.0,25.0,28.0,32.0,32.0,34.0,33.0,37.0,44.0,41.0,23.0,12.0,20.0,23.0,24.0,20.0,14.0,16.0,18.0,20.0,21.0,30.0,8.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,10.0,7.0,6.0,6.0,7.0,7.0,10.0,16.0,26.0,33.0,39.0,43.0,58.0,59.0,43.0,28.0,19.0,15.0,36.1672559,-115.148516
31,394735,31,"Kansas City, MO",msa,MO,35.0,21.0,15.0,15.0,15.0,17.0,20.0,21.0,30.0,18.0,22.0,30.0,28.0,17.0,8.0,6.0,8.0,8.0,11.0,13.0,14.0,14.0,21.0,29.0,25.0,10.0,6.0,8.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,8.0,12.0,14.0,11.0,5.0,4.0,3.0,4.0,39.100105,-94.5781416
32,394492,32,"Columbus, OH",msa,OH,23.0,7.0,6.0,5.0,5.0,6.0,7.0,9.0,12.0,13.0,17.0,25.0,23.0,9.0,6.0,5.0,5.0,5.0,7.0,9.0,10.0,12.0,15.0,20.0,16.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,,14.0,8.0,5.0,4.0,3.0,4.0,39.9622601,-83.0007065
33,394705,34,"Indianapolis, IN",msa,IN,40.0,25.0,14.0,14.0,7.0,7.0,10.0,13.0,15.0,18.0,23.0,33.0,35.0,23.0,9.0,7.0,7.0,8.0,10.0,12.0,12.0,15.0,20.0,26.0,28.0,11.0,5.0,9.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,8.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,9.0,10.0,15.0,21.0,,10.0,5.0,5.0,5.0,39.7683331,-86.1583502
34,394475,35,"Cleveland, OH",msa,OH,65.0,51.0,36.0,32.0,31.0,33.0,38.0,38.0,46.0,45.0,47.0,58.0,59.0,46.0,34.0,33.0,30.0,32.0,34.0,36.0,40.0,42.0,45.0,51.0,49.0,35.0,20.0,25.0,19.0,14.0,16.0,14.0,18.0,14.0,17.0,28.0,28.0,7.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,9.0,11.0,8.0,6.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,14.0,20.0,17.0,9.0,6.0,5.0,5.0,41.4996574,-81.6936772
35,395059,36,"San Jose, CA",msa,CA,11.0,10.0,11.0,9.0,10.0,12.0,16.0,17.0,17.0,23.0,26.0,39.0,22.0,15.0,15.0,15.0,15.0,20.0,27.0,22.0,27.0,22.0,26.0,39.0,16.0,11.0,10.0,16.0,19.0,20.0,15.0,15.0,15.0,15.0,17.0,24.0,17.0,11.0,10.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,27.0,10.0,10.0,10.0,11.0,14.0,21.0,21.0,28.0,22.0,28.0,26.0,33.0,30.0,17.0,15.0,15.0,17.0,37.3361663,-121.890591
36,394902,37,"Nashville, TN",msa,TN,33.0,17.0,14.0,12.0,14.0,17.0,18.0,21.0,23.0,26.0,29.0,37.0,46.0,26.0,20.0,20.0,14.0,19.0,26.0,25.0,31.0,38.0,41.0,52.0,46.0,32.0,32.0,31.0,30.0,28.0,34.0,33.0,33.0,27.0,29.0,35.0,32.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,13.0,17.0,21.0,27.0,39.0,39.0,21.0,13.0,11.0,10.0,36.1622767,-86.7742984
37,395194,38,"Virginia Beach, VA",msa,VA,88.0,76.0,43.0,37.0,42.0,43.0,43.0,52.0,57.0,61.0,62.0,79.0,73.0,64.0,41.0,35.0,36.0,40.0,42.0,41.0,47.0,48.0,60.0,88.0,73.0,81.0,54.0,70.0,57.0,50.0,38.0,28.0,33.0,24.0,23.0,24.0,24.0,16.0,14.0,20.0,14.0,17.0,18.0,19.0,22.0,21.0,21.0,21.0,20.0,14.0,12.0,12.0,14.0,17.0,19.0,21.0,22.0,21.0,25.0,28.0,30.0,21.0,18.0,16.0,16.0,36.8529841,-75.9774183
38,395005,39,"Providence, RI",msa,RI,55.0,23.0,22.0,15.0,15.0,20.0,25.0,27.0,43.0,34.0,44.0,51.0,58.0,44.0,27.0,20.0,18.0,25.0,28.0,28.0,29.0,31.0,33.0,46.0,48.0,25.0,19.0,20.0,16.0,12.0,11.0,9.0,10.0,12.0,13.0,20.0,27.0,8.0,7.0,7.0,11.0,7.0,8.0,9.0,10.0,11.0,11.0,11.0,9.0,8.0,7.0,7.0,7.0,9.0,11.0,12.0,13.0,12.0,15.0,19.0,19.0,10.0,8.0,7.0,7.0,41.8239891,-71.4128343
39,394714,40,"Jacksonville, FL",msa,FL,43.0,31.0,31.0,31.0,30.0,35.0,33.0,36.0,39.0,38.0,43.0,47.0,54.0,39.0,36.0,36.0,27.0,24.0,26.0,25.0,32.0,28.0,29.0,38.0,37.0,21.0,18.0,23.0,26.0,22.0,16.0,14.0,15.0,9.0,10.0,10.0,7.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,10.0,15.0,18.0,22.0,33.0,42.0,,37.0,34.0,30.0,28.0,30.3321838,-81.655651
40,394862,41,"Milwaukee, WI",msa,WI,,,,,,,,,,,,,,,23.0,36.0,29.0,33.0,34.0,33.0,40.0,46.0,40.0,67.0,54.0,43.0,27.0,34.0,29.0,28.0,31.0,28.0,31.0,34.0,42.0,35.0,39.0,22.0,17.0,16.0,16.0,22.0,24.0,29.0,30.0,31.0,32.0,34.0,32.0,18.0,19.0,12.0,14.0,18.0,25.0,26.0,33.0,28.0,27.0,35.0,29.0,20.0,17.0,6.0,7.0,43.0349931,-87.922497
41,394935,42,"Oklahoma City, OK",msa,OK,95.0,90.0,23.0,29.0,22.0,18.0,22.0,25.0,31.0,38.0,37.0,50.0,54.0,48.0,23.0,16.0,15.0,15.0,18.0,20.0,24.0,25.0,24.0,37.0,29.0,18.0,12.0,14.0,11.0,10.0,9.0,10.0,8.0,8.0,10.0,12.0,8.0,6.0,4.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,9.0,10.0,11.0,14.0,21.0,19.0,11.0,9.0,7.0,7.0,35.4729886,-97.5170536
42,395012,43,"Raleigh, NC",msa,NC,14.0,7.0,7.0,6.0,8.0,8.0,11.0,12.0,13.0,12.0,14.0,19.0,19.0,10.0,9.0,7.0,9.0,11.0,12.0,11.0,12.0,15.0,17.0,23.0,15.0,7.0,5.0,8.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,11.0,,,,,,13.0,8.0,6.0,6.0,35.7803977,-78.6390989
43,394849,44,"Memphis, TN",msa,TN,63.0,52.0,32.0,21.0,25.0,25.0,27.0,27.0,38.0,29.0,42.0,53.0,47.0,29.0,28.0,10.0,11.0,9.0,15.0,18.0,18.0,16.0,19.0,24.0,22.0,13.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,,14.0,17.0,10.0,10.0,15.0,17.0,17.0,23.0,14.0,16.0,15.0,10.0,8.0,9.0,10.0,12.0,17.0,18.0,19.0,20.0,24.0,32.0,29.0,24.0,21.0,20.0,20.0,35.1460249,-90.0517638
44,395022,45,"Richmond, VA",msa,VA,52.0,12.0,10.0,8.0,14.0,13.0,18.0,19.0,21.0,22.0,31.0,41.0,27.0,16.0,11.0,8.0,9.0,10.0,13.0,15.0,16.0,20.0,28.0,48.0,24.0,11.0,6.0,8.0,10.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,11.0,15.0,9.0,6.0,5.0,5.0,5.0,37.5385087,-77.43428
45,394807,46,"Louisville, KY",msa,KY,45.0,18.0,12.0,11.0,9.0,15.0,15.0,14.0,18.0,20.0,26.0,42.0,38.0,27.0,13.0,12.0,14.0,13.0,14.0,17.0,17.0,20.0,21.0,39.0,38.0,16.0,7.0,13.0,10.0,6.0,6.0,6.0,5.0,6.0,8.0,11.0,23.0,8.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,10.0,6.0,5.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,14.0,20.0,14.0,7.0,5.0,6.0,5.0,38.2542376,-85.759407
